id,mf,yo,we,jd
550,2.135359116,1.967611336,2.083333333,0.901098901
551,2.134680135,1.966019417,2.065853659,0.9
552,2.129224652,1.962765957,2.06362379,0.898550725
553,2.120915033,1.955613577,2.046391753,0.898089172
554,2.117816092,1.938983051,2.028571429,0.894366197
555,2.099009901,1.936936937,2.003225806,0.89380531
556,2.091397849,1.930362117,2,0.891304348
557,2.088105727,1.922651934,1.995215311,0.89
558,2.083682008,1.921052632,1.990944373,0.885
559,2.081272085,1.917391304,1.99078341,0.884210526
560,2.076677316,1.891891892,1.973372781,0.882681564
561,2.072463768,1.886363636,1.968831169,0.881944444
562,2.070175439,1.876847291,1.963882619,0.871794872
563,2.064788732,1.870967742,1.95,0.871165644
564,2.05988024,1.869230769,1.932291667,0.868421053
565,2.056053812,1.867647059,1.905631659,0.861111111
566,2.052469136,1.865384615,1.900530504,0.857142857
567,2.045317221,1.858823529,1.892030848,0.857142857
568,2.043137255,1.857142857,1.882474227,0.85483871
569,2.038560411,1.841336117,1.881266491,0.840336134
570,2.036649215,1.835227273,1.873563218,0.837988827
571,2.036253776,1.822147651,1.869918699,0.836734694
572,2.029239766,1.821428571,1.848901099,0.835820896
573,2.025728988,1.820754717,1.84180791,0.831578947
574,2.010830325,1.817589577,1.79297597,0.828358209
575,2.010752688,1.8125,1.765199161,0.828125
576,2.005312085,1.79245283,1.759954494,0.82300885
577,2,1.786885246,1.756727664,0.821052632
578,1.989959839,1.76984127,1.755357143,0.819047619
579,1.966903073,1.76,1.732919255,0.818181818
580,1.95620438,1.746192893,1.715365239,0.815533981
581,1.950413223,1.743902439,1.706329114,0.803680982
582,1.919008264,1.715231788,1.70471464,0.803571429
583,1.913934426,1.704845815,1.688654354,0.8
584,1.895662368,1.700421941,1.67826087,0.8
585,1.88974359,1.691056911,1.675324675,0.791666667
586,1.885993485,1.673076923,1.674887892,0.789473684
587,1.873563218,1.668421053,1.674085851,0.783625731
588,1.851272016,1.639097744,1.660322108,0.78021978
589,1.836065574,1.631578947,1.65952381,0.779005525
590,1.834448161,1.62195122,1.658932715,0.770491803
591,1.827213823,1.605555556,1.644067797,0.745614035
592,1.822751323,1.588744589,1.636215334,0.73943662
593,1.820588235,1.582159624,1.615942029,0.737704918
594,1.816753927,1.578947368,1.614058355,0.728813559
595,1.811320755,1.574585635,1.612068966,0.722222222
596,1.8,1.541935484,1.603092784,0.72173913
597,1.79759519,1.518518519,1.603064067,0.721238938
598,1.796296296,1.511705686,1.588597843,0.708333333
599,1.792988314,1.510204082,1.558139535,0.707446809
600,1.788785047,1.50660793,1.550561798,0.698529412
601,1.764423077,1.497536946,1.548821549,0.6875
602,1.75059952,1.47761194,1.547309833,0.668478261
603,1.74912075,1.468879668,1.536398467,0.610687023
604,1.746498599,1.462765957,1.525974026,0.590551181
605,1.721518987,1.456273764,1.514362657,0.583333333
606,1.706329114,1.435582822,1.513100437,0.548387097
607,1.694599628,1.397727273,1.501814412,0.456692913
608,1.694139194,1.383116883,1.477894737,0.450331126
609,1.693661972,1.340314136,1.476340694,0.387387387
610,1.637554585,1.335365854,1.463320463,0.286956522
611,1.618081181,1.333333333,1.458158996,0.266666667
612,1.601744186,1.325153374,1.427027027,
613,1.599056604,1.315186246,1.417664671,
614,1.596797671,1.303448276,1.396011396,
615,1.572504708,1.281938326,1.389400922,
616,1.568669528,1.275720165,1.379256966,
617,1.550607287,1.256916996,1.366300366,
618,1.542669584,1.256410256,1.346036585,
619,1.516358464,1.254545455,1.338912134,
620,1.512643678,1.230215827,1.323420074,
621,1.50872818,1.210526316,1.318681319,
622,1.503556188,1.204275534,1.299929677,
623,1.496099844,1.180555556,1.296251511,
624,1.468085106,1.13125,1.291666667,
625,1.467980296,1.111111111,1.287937743,
626,1.451178451,1.097297297,1.277089783,
627,1.446808511,1.096938776,1.26200565,
628,1.446700508,1.087272727,1.251083815,
629,1.415966387,1.066666667,1.247246022,
630,1.404191617,1.025735294,1.217054264,
631,1.380859375,1.011494253,1.206500956,
632,1.377574371,0.953846154,1.197601304,
633,1.35483871,0.940414508,1.162916292,
634,1.315789474,0.924092409,1.153193613,
635,1.314917127,0.918918919,1.144329897,
636,1.3003003,0.796934866,1.121681416,
637,1.258928571,0.70212766,1.101075269,
638,1.034300792,0.676190476,1.073863636,
639,0.980769231,0.675062972,1.037166086,
640,0.819070905,0.585106383,0.921568627,
641,0.804670913,0.306306306,0.172901921,
